playId,playerId,gameId,season,week,gameDate,homeTeamId,visitorTeamId,seasonType,winningTeam
10009489,20100032,56393,2014,15,2014-12-15,810,3300,REG,3300
10009489,20100032,56393,2014,15,2014-12-15,810,3300,REG,3300
10009565,20140673,56393,2014,15,2014-12-15,810,3300,REG,3300
10009565,20140673,56393,2014,15,2014-12-15,810,3300,REG,3300
10009565,20140673,56393,2014,15,2014-12-15,810,3300,REG,3300
10009592,20140673,56393,2014,15,2014-12-15,810,3300,REG,3300
10009592,20140673,56393,2014,15,2014-12-15,810,3300,REG,3300
10009592,20140673,56393,2014,15,2014-12-15,810,3300,REG,3300
10009652,20080194,56436,2014,1,2014-08-08,810,3700,PRE,810
10009652,20080194,56436,2014,1,2014-08-08,810,3700,PRE,810
10009652,20080194,56436,2014,1,2014-08-08,810,3700,PRE,810
10009687,20100144,56436,2014,1,2014-08-08,810,3700,PRE,810
10009687,20100144,56436,2014,1,2014-08-08,810,3700,PRE,810
10009687,20100144,56436,2014,1,2014-08-08,810,3700,PRE,810
10009700,20100037,56436,2014,1,2014-08-08,810,3700,PRE,810
10009700,20100037,56436,2014,1,2014-08-08,810,3700,PRE,810
10009700,20100037,56436,2014,1,2014-08-08,810,3700,PRE,810
10009781,20140859,56436,2014,1,2014-08-08,810,3700,PRE,810
10009781,20140859,56436,2014,1,2014-08-08,810,3700,PRE,810
10009781,20140859,56436,2014,1,2014-08-08,810,3700,PRE,810
10009805,20140101,56436,2014,1,2014-08-08,810,3700,PRE,810
10009805,20140101,56436,2014,1,2014-08-08,810,3700,PRE,810
10009805,20140101,56436,2014,1,2014-08-08,810,3700,PRE,810
10009857,20110093,56334,2014,12,2014-11-23,810,4900,REG,810
10009857,20110093,56334,2014,12,2014-11-23,810,4900,REG,810
10009857,20110093,56334,2014,12,2014-11-23,810,4900,REG,810
10009956,20080194,56334,2014,12,2014-11-23,810,4900,REG,810
10009956,20080194,56334,2014,12,2014-11-23,810,4900,REG,810
10009956,20080194,56334,2014,12,2014-11-23,810,4900,REG,810
10010107,20070018,56189,2014,2,2014-09-14,920,200,REG,920
10010107,20070018,56189,2014,2,2014-09-14,920,200,REG,920
10010107,20070018,56189,2014,2,2014-09-14,920,200,REG,920
10010128,20120167,56189,2014,2,2014-09-14,920,200,REG,920
10010128,20120167,56189,2014,2,2014-09-14,920,200,REG,920
10010128,20120167,56189,2014,2,2014-09-14,920,200,REG,920
10010179,20120167,56189,2014,2,2014-09-14,920,200,REG,920
10010179,20120167,56189,2014,2,2014-09-14,920,200,REG,920
10010179,20120167,56189,2014,2,2014-09-14,920,200,REG,920
10010260,20120812,56279,2014,8,2014-10-26,920,325,REG,920
10010260,20120812,56279,2014,8,2014-10-26,920,325,REG,920
10010260,20120812,56279,2014,8,2014-10-26,920,325,REG,920
10010274,20050006,56279,2014,8,2014-10-26,920,325,REG,920
10010274,20050006,56279,2014,8,2014-10-26,920,325,REG,920
10010274,20050006,56279,2014,8,2014-10-26,920,325,REG,920
10010319,20140017,56279,2014,8,2014-10-26,920,325,REG,920
10010319,20140017,56279,2014,8,2014-10-26,920,325,REG,920
10010319,20140017,56279,2014,8,2014-10-26,920,325,REG,920
10010427,20080027,56249,2014,6,2014-10-12,920,750,REG,0
10010427,20080027,56249,2014,6,2014-10-12,920,750,REG,0
10010427,20080027,56249,2014,6,2014-10-12,920,750,REG,0
10010451,20060043,56249,2014,6,2014-10-12,920,750,REG,0
10010451,20060043,56249,2014,6,2014-10-12,920,750,REG,0
10010451,20060043,56249,2014,6,2014-10-12,920,750,REG,0
10010490,20070021,56249,2014,6,2014-10-12,920,750,REG,0
10010490,20070021,56249,2014,6,2014-10-12,920,750,REG,0
10010490,20070021,56249,2014,6,2014-10-12,920,750,REG,0
10010553,20110954,56304,2014,10,2014-11-06,920,1050,REG,1050
10010553,20110954,56304,2014,10,2014-11-06,920,1050,REG,1050
10010553,20110954,56304,2014,10,2014-11-06,920,1050,REG,1050
10010691,20110137,56304,2014,10,2014-11-06,920,1050,REG,1050
10010691,20110137,56304,2014,10,2014-11-06,920,1050,REG,1050
10010691,20110137,56304,2014,10,2014-11-06,920,1050,REG,1050
10010702,20110137,56304,2014,10,2014-11-06,920,1050,REG,1050
10010702,20110137,56304,2014,10,2014-11-06,920,1050,REG,1050
10010702,20110137,56304,2014,10,2014-11-06,920,1050,REG,1050
10010732,20080020,56409,2014,16,2014-12-22,920,1400,REG,920
10010732,20080020,56409,2014,16,2014-12-22,920,1400,REG,920
10010732,20080020,56409,2014,16,2014-12-22,920,1400,REG,920
10010768,20070021,56409,2014,16,2014-12-22,920,1400,REG,920
10010768,20070021,56409,2014,16,2014-12-22,920,1400,REG,920
10010768,20070021,56409,2014,16,2014-12-22,920,1400,REG,920
10010852,20050006,56409,2014,16,2014-12-22,920,1400,REG,920
10010852,20050006,56409,2014,16,2014-12-22,920,1400,REG,920
10010852,20050006,56409,2014,16,2014-12-22,920,1400,REG,920
10010880,20120017,56409,2014,16,2014-12-22,920,1400,REG,920
10010880,20120017,56409,2014,16,2014-12-22,920,1400,REG,920
10010880,20120017,56409,2014,16,2014-12-22,920,1400,REG,920
10010890,20120017,56409,2014,16,2014-12-22,920,1400,REG,920
10010890,20120017,56409,2014,16,2014-12-22,920,1400,REG,920
10010890,20120017,56409,2014,16,2014-12-22,920,1400,REG,920
10010973,20060042,56476,2014,4,2014-08-28,920,2200,PRE,920
10010973,20060042,56476,2014,4,2014-08-28,920,2200,PRE,920
10010973,20060042,56476,2014,4,2014-08-28,920,2200,PRE,920
10011147,20090059,56292,2014,9,2014-11-02,920,2250,REG,920
10011147,20090059,56292,2014,9,2014-11-02,920,2250,REG,920
10011147,20090059,56292,2014,9,2014-11-02,920,2250,REG,920
10011183,20110195,56292,2014,9,2014-11-02,920,2250,REG,920
10011183,20110195,56292,2014,9,2014-11-02,920,2250,REG,920
10011183,20110195,56292,2014,9,2014-11-02,920,2250,REG,920
10011199,20120167,56292,2014,9,2014-11-02,920,2250,REG,920
10011199,20120167,56292,2014,9,2014-11-02,920,2250,REG,920
10011199,20120167,56292,2014,9,2014-11-02,920,2250,REG,920
10011250,20030005,56450,2014,2,2014-08-16,920,3430,PRE,3430
10011250,20030005,56450,2014,2,2014-08-16,920,3430,PRE,3430
10011250,20030005,56450,2014,2,2014-08-16,920,3430,PRE,3430
10011384,20110562,56450,2014,2,2014-08-16,920,3430,PRE,3430
10011384,20110562,56450,2014,2,2014-08-16,920,3430,PRE,3430
10011384,20110562,56450,2014,2,2014-08-16,920,3430,PRE,3430
10011622,20040117,56204,2014,3,2014-09-21,920,2100,REG,920
10011622,20040117,56204,2014,3,2014-09-21,920,2100,REG,920
10011622,20040117,56204,2014,3,2014-09-21,920,2100,REG,920
10011634,20040498,56204,2014,3,2014-09-21,920,2100,REG,920
10011634,20040498,56204,2014,3,2014-09-21,920,2100,REG,920
10011634,20040498,56204,2014,3,2014-09-21,920,2100,REG,920
10011637,20070021,56204,2014,3,2014-09-21,920,2100,REG,920
10011637,20070021,56204,2014,3,2014-09-21,920,2100,REG,920
10011637,20070021,56204,2014,3,2014-09-21,920,2100,REG,920
10011831,20120463,56205,2014,3,2014-09-21,1050,325,REG,325
10011831,20120463,56205,2014,3,2014-09-21,1050,325,REG,325
10011831,20120463,56205,2014,3,2014-09-21,1050,325,REG,325
10012012,20140973,56483,2014,4,2014-08-28,1050,810,PRE,1050
10012012,20140973,56483,2014,4,2014-08-28,1050,810,PRE,1050
10012012,20140973,56483,2014,4,2014-08-28,1050,810,PRE,1050
10012091,20120017,56383,2014,15,2014-12-14,1050,920,REG,920
10012091,20120017,56383,2014,15,2014-12-14,1050,920,REG,920
10012091,20120017,56383,2014,15,2014-12-14,1050,920,REG,920
10012105,20110954,56383,2014,15,2014-12-14,1050,920,REG,920
